ID	tweet	Affect Dimension	Intensity Score
2017-En-10864	my eyes have been dilated. i hate the world right now with the rage of a thousand fiery dragons. i need a drink.	anger	0.812
2017-En-11027	i hate little girls 😡 😡 got a lot off growing up to do!!!	anger	0.688
2017-En-11654	stupid people piss me off... busted my ass... and my coworker takes off with all the tips... thnx for nothing #thatsmyluck	anger	0.833
2017-En-10087	tasers immobilize,if you taser someone why the fuck do you need to shoot them one second later?! this is really sick! #wtf #murder	anger	0.729
2017-En-10592	np rum rage	anger	0.417
2017-En-11002	@readingfc @eflcup - remind them ' twenty's plenty ' #revenge!	anger	0.438
2017-En-10658	@greythetick but even if i jumped through that hoop,it just takes one irate netizen to decide me playing by ' the rules ' isn't enough.	anger	0.375
2017-En-11023	@ee whats with the 50p a minute charge to 150,insult to injury	anger	0.646
2017-En-11677	another loss to city in the cup next 🙈 😂 😂 cmon united! #revenge	anger	0.417
2017-En-11602	@simondawkins23 @titchlar81 clicked the wrong side was fuming 😭	anger	0.646
2017-En-11092	no offense but could troye start dming people so i can feel like less of an idiot when i dm them thanks	anger	0.375
2017-En-10700	@the_nasty_p now you [Name] do that with fast n furious	anger	0.354
2017-En-40701	@cburt43 turn that frown upside down	anger	0.125
2017-En-20479	#bb18 [Name] crying again #shocking #bitter [Name] just not that into you 😢 #teamnicole	anger	0.562
2017-En-11308	says,who are you to compared me with the others ; i'm just human. #lit #fire #burning	anger	0.583
2017-En-11256	@cardschatter now that the bills have a new offense of cordinator do you think it's more difficult for the @azcardinals to game plan?	anger	0.479
2017-En-10895	for the first time in my madden career i just set up a farm account. should make motm much easier	anger	0.271
2017-En-11284	[Name] [Name] is the worst player i have ever seen. useless toasting burning bastard	anger	0.562
2017-En-11212	i can already tell this programme is going to infuriate me #extremeworld	anger	0.750
2017-En-11052	this may offend some,but i say u never trust a cop 🚓 of any color,but especially not a white 1 ( the evidence is clear )! the klan has awoke	anger	0.604
2017-En-11376	sixth form has destroyed my glowing skin im fuming	anger	0.600
2017-En-10840	love the new song i can't stop thinking about you by #sting.	anger	0.167
2017-En-10995	@donlemon listening to these politicians is making me so #angry i'm so fucking tired of political speak by career politicians @patmccrorync	anger	0.798
2017-En-11580	@cass_pennant @frankbrunoboxer @westhamutd @davidgold @maccafrank @jonjoheuerman @westhammagazine @casualmind_ @karren_brady it's an insult.	anger	0.500
2017-En-10251	if you be #angry,which may be the case,& which may be unavoidable,see that the sudden excitement does not become sin. #albertbarnes	anger	0.583
2017-En-10787	@jetmisstee i thought i peeped them on your snap. that's the homie ✊ 🏽 lol	anger	0.271
2017-En-41298	heading home to cut grass in the heat. all i wanna do is go out to eat somewhere air conditioned. #pout #adultingistheworst	anger	0.583
2017-En-10118	... flat party and i instantly get bollocked about it. #fuming	anger	0.690
2017-En-11650	@sarahhiggins90 @lokiscottishrap so much animosity towards [Name] who is fighting the same battle as you. surely not the best use of energy.	anger	0.521
2017-En-10740	i love when @pinksaltwarrior angry tweets bc it makes me laugh but also hate it bc it makes me miss their more	anger	0.333
2017-En-11519	[Name] hath no fury like a bureaucrat scorned. ― [Name] friedman	anger	0.458
2017-En-10280	the outrage has passed and has been replaced by a mute,fatalistic acceptance of the current situation. #fatalism	anger	0.562
2017-En-40680	@pxrfectpeach it's got their little pout	anger	0.458
2017-En-11149	imagine being bitter when your bias is dating & sending threats to their partner. like why? that's nasty. and they don't even know you exist	anger	0.604
2017-En-11287	@majesticmata didn't even realise you used that insult it was that shit mate	anger	0.646
2017-En-10630	@edquinn63 how can you even forget to pick ur fave child up from school	anger	0.396
2017-En-11573	#azerbaijan #baku azerbaijan to prevent another armenian provocation in russia	anger	0.352
2017-En-11005	@twojacksdetail @bluelivesmtr very rare an officer just shoots without regard. they don't want that on their conscience. #incite	anger	0.500
2017-En-10688	@kim_is__bored exactly what i have been saying on fb..	anger	0.354
2017-En-11524	feel the wrath of my air-dropped pamphlets!	anger	0.542
2017-En-10571	@alyssasimpson21 i gave up [Name] [Name] to eat barbecue with them.	anger	0.417
2017-En-10090	lvg bribed all the refs against [Name] for their own personal revenge. that was a foul you prick.	anger	0.729
2017-En-10145	how is it suppose to work if you do that? wtf dude? thanks for pissing me off. #furious	anger	0.833
2017-En-10191	half of epicenter is shut down its police all over y'all i just burst out in tears this is fucking terrible #keithlamontscott	anger	0.625
2017-En-11405	@lowetide there is no room for jokes in hockey! this is a serious business where we made up teams to fill out the tournament!	anger	0.500
2017-En-10516	@strongestbeing ← would furrow and their face would redden as they protests ; it would seem that being seen as unattractive in wukong's eyes was →	anger	0.481
2017-En-11244	all options are on the table - #revenge is coming.	anger	0.458
2017-En-11290	@humbleteej @courtneehendrix even if they says nothing,he'll still piss some people off. [Name] [Name] decide who they wants to make angry.	anger	0.438
2017-En-10710	being bitter only hurts yourself lmaooo	anger	0.354
2017-En-10882	it's the most magical time of the year... xmas party announced and the #outrage commences. [Name] love silicon valley millennials.	anger	0.429
2017-En-10020	making my buddy cry!! bitch wait for revenge 🤗 👌 🏻	anger	0.812
2017-En-10883	@laureeve i am sitting here wrapped in a fluffy blanket,with incense burning,listening to [Name] [Name] and drinking mulled wine. i'm there.	anger	0.250
2017-En-10192	not giving a fuck is better than revenge.	anger	0.625
2017-En-10285	@eaglegiles23 @tgilmore_92 what i miss? #outrage	anger	0.562
2017-En-10751	@pianimadi regarde tes snap	anger	0.312
2017-En-10977	“ competition is suppose to motivate you to do better everytime not to be bitter all the time ” - de philosopher [Name] [Name] \ n #quote #success #csgo	anger	0.271
2017-En-10007	@bt_uk why does tracking show my equipment delivered,when it wasn't? why is my service suddenly delayed? we've already 3 weeks. #fuming	anger	0.875
2017-En-10438	jamming out to fury in math class wanting to die hbu	anger	0.479
2017-En-10796	630am meeting olympic house #10golds24. #neverquit #believe #dreambig #teamtto #going4gold	anger	0.271
2017-En-10080	@firstleeds not only are your buses unreliable your e ticket app is too unable to get on two buses and late for work #fuming #useless reply	anger	0.864
2017-En-10543	i don't get what point is made when reporting on [Name] looting @cnnashleigh. why not explore what looting businesses symbolizes	anger	0.438
2017-En-10124	... wakes up and says ' have you tried changing their nappy? ' 😡 👊 🏼 #rage!!!	anger	0.688
2017-En-10513	@tamriiel i was talking about further in the expansion,with more gear - fury always does well towards the end	anger	0.441
2017-En-11047	threat factors in respect to provocation bulb worm: bnqo	anger	0.562
2017-En-11124	@robertb_rice awesome. another non-native being offended on my behalf. we need more of you in the world. #saidnondnever. #paternalism	anger	0.417
2017-En-11120	@daynutrition @sliqnicq @nytimes i don't listen to white trash talk about blacks. it's insult. talk about your race living in trailers	anger	0.625
2017-En-10872	is it me,or is [Name] wearing the look of a man who's just found their arch enemy in bed with their missus? #angryman	anger	0.557
2017-En-11618	@dreamsandpocky like,despite all my irritation towards ur ship,at least its canon. buckynat is canon,( and clintwanda is canon )	anger	0.521
2017-En-11267	@cassidyyy_0 literally [Name] already had their chance and they played shitty both seasons. #bitter	anger	0.553
2017-En-10126	@brian5or6 turn that shit off! home button under accessibility. \ n \ nwhen did innovation become mind fuckery?. #iphonephonehome	anger	0.688
2017-En-10235	@dfscare apparently you are to contact me. sofas were meant to be delivered today. old ones gone. sitting on floor. no sofas!	anger	0.583
2017-En-10234	bloody parking ticket 😒 💸	anger	0.583
2017-En-10436	@freepenalties @tmortimerftbl doll is a vile creature on the touchline. every game they has tantrums & shouts at the ref. would love to see	anger	0.479
2017-En-10443	indignation: [ whispers to date during that terrific [Name] / [Name] centerpiece scene ] that's their overwhelming sense of indignation.	anger	0.479
2017-En-10609	i've been wanting salty fries from mcdonald's since yesterday and i'm burning my fingers eating them bc these shits 🔥 🔥 🔥	anger	0.396
2017-En-10258	i will never watch greys anatomy ever ever ever ever ever again if [Name] [Name] takes away another og character ☹ ️ ☹ ️ ☹ ️ ☹ ️ ☹ ️ ☹ ️ ☹ ️ ☹ ️ ☹ ️ ☹ ️	anger	0.583
2017-En-10589	@feistyarcher - trouble,' they feigned anger and gave their a look that told their to behave. they knew they wouldn't though,and that was one of -	anger	0.417
2017-En-11389	india should now react to the uri attack... #revenge	anger	0.438
2017-En-11235	@russbully ended up paying 75p for half a tube of smarties. don't even get the pleasure of popping the plastic lid off either	anger	0.396
2017-En-10494	@kitanoye [Name] is hot and boiling,isi ewu	anger	0.458
2017-En-10966	autocorrect changes ' ' em ' to ' me ' which i resent greatly	anger	0.521
2017-En-10707	@l1ght__eyes u tried boiling em takes years too	anger	0.354
2017-En-10930	@homeswapperteam spent months arranging swap,new jobs etc,now i've found out she's been leading me on a merry dance. #fuming with their	anger	0.667
2017-En-10116	police officers... should not have the right to just ' shoot ' human beings without provocation. it's wrong. \ n \ n @orconservative @michaelaangelad	anger	0.688
2017-En-10296	@lisaasquithtobe @craig8710 @waynehaselden @june65wigan [Name] is against wigan because we are the biggest club #bitter	anger	0.562
2017-En-11324	its worth noting that despite the animosity between the us president and the israeli president they both behaved as gentleman.	anger	0.375
2017-En-11024	last night,the rev. dr. [Name] [Name] spoke to wake progressive #democrats on transforming #moral #outrage into effective political #action.	anger	0.396
2017-En-10297	because it was a perfect illusion,but at least now i know what it was. #angry #ladygaga #iscalming #mysoul	anger	0.556
2017-En-10338	@fireemblemlord it's the first expac since wrath that feels like a proper ' evolution ' of the game for me	anger	0.542
2017-En-11242	@mikeburke91 @ap i guess. it's just heartbreaking the ease with which they can kill an innocent man and get away with it.	anger	0.438
2017-En-10043	so ef whichever butt wipe pulled the fire alarm in davis bc i was sound asleep #pissed #upset #tired #sad #tired #hangry # # #	anger	0.771
2017-En-10392	that grudge you're holding keeps making an appearance because #god wants you to deal with it.	anger	0.500
2017-En-40673	@piggiewhopays lmao! i can only imagine the frown across that face of yours. #hilarity	anger	0.271
2017-En-40872	@mhchat sadness with resentment is the past,sadness with fear is the future. try to live in the now #mhchat	anger	0.172
2017-En-11240	constantly fucking boiling and it's not ok	anger	0.771
2017-En-11018	i just killed a spider so big it sprayed spider guts on me like a horror movie. \ n #ugh #revenge	anger	0.521
2017-En-10415	i think they may be #offended	anger	0.500
2017-En-10635	when anger rises,think of the consequences. #quote #wisdom #anger	anger	0.433
2017-En-10112	i'm just a fuming ball of anger today 🙃	anger	0.708
2017-En-10784	@frizzeyesjr meeee,i'm lvl 320 and i have not a single relentless	anger	0.271
2017-En-10366	@nigerianscamsss @trillsmith you think i came back to twitter and not ruffle a few bushes? tuh.	anger	0.521
2017-En-10773	kik me i want to swap pics i will post on my account anonymously if you wish kik: vsvplou #kik #kikme #snap #nudes #tits #snapchat	anger	0.292
2017-En-11675	ya girl is #bitter	anger	0.439
2017-En-10734	anger is cheap and politeness is expensive. don't expect everybody to be polite. #thoughtfulthursday #politeness	anger	0.333
2017-En-10405	guy across from me in a really ugly suit cannot stop expressing their displeasure	anger	0.500
2017-En-11560	@cbsbigbrother she's pathetic!!! hated [Name] for being cute & having a showmance & they couldn't get one! #bitter #uglycry #bbmichelle 😖	anger	0.562
2017-En-11063	police don't wanna be called pigs but they keep actin like em... honestly that's even an insult to pigs	anger	0.840
2017-En-10284	lost frequencies / [Name] [Name] - reality ( [Name] [Name] [Name] remix ) ' is raging at shoutdrive!	anger	0.562
2017-En-10960	the animosity toward [Name] comes from conspiracy theories and perception,the animosity toward [Name] is based on what they says and does.	anger	0.354
2017-En-10316	i've always had a weird grudge against stingrays ever since one killed [Name] [Name].	anger	0.542
2017-En-10647	the most important thing to #bestrong is to hold your #anger #thoughts	anger	0.375
2017-En-40447	sometimes i think the british political landscape is desolate and then i look over at the foaming wasteland of the us and think we're ok	anger	0.354
2017-En-10253	i am just so bitter today 😐	anger	0.583
2017-En-10209	taking a break from the #wedding to #rage at the general #stupidity of certain #people on the #internet.	anger	0.625
2017-En-11691	dude go out their way to irritate me 🙄 🙄 that's why i go out my way to not give up any pussy 🙅 🏾 🅿 ️	anger	0.604
2017-En-11168	@missblair140 awh tiff you're such a great friend i love you :( ( thank you	anger	0.167
2017-En-10174	@disneyland #nothappy and still #charging the #fullprice 😡 😡 #fuming some your #bestrides 😳 😳	anger	0.646
2017-En-10801	happiness is the best revenge	anger	0.250
2017-En-10495	#welfarereform should not be a ' model ' for #snap.	anger	0.458
2017-En-10815	i think they may be	anger	0.229
2017-En-40626	ordered my vacation bathing suits. one less thing to fret about.	anger	0.188
2017-En-10283	seek to conduct attacks against israel,intended to provoke a reaction that would further inflame feeling within the islamic world ”. •	anger	0.562
2017-En-10377	think i really broke young bull hurt 😂 😂 😭 😭 u can tell by how bitter and mad they is 😊 😊 😩 😩	anger	0.521
2017-En-11663	@cppsmeofficial tiff.	anger	0.375
2017-En-11470	goddamn headache. #anger	anger	0.750
2017-En-10103	wont use using @mothercareuk @mothercarehelp again!! these guys cant get nothing right!!	anger	0.708
2017-En-11631	revenge	anger	0.542
2017-En-10085	@manutd you have had from me over the years is irrelevant. its an absolute joke. #manutd #ticketing #fuming #noloyalty #joke #notimpressed	anger	0.873
2017-En-10980	stop tracking back you fucking potato faced cunt errrr infuriating 😠 😠 😠 #angry #rooney #mufc	anger	0.938
2017-En-11603	@laray_jenkins2 @sportsinsights yeah i know it unless our offense can get something going. that's a big if	anger	0.417
2017-En-10485	and they got all angry telling me ' but what would be doing a 40 year old guy looking for a girl like you ' and i felt	anger	0.458
2017-En-11660	[Name] - where were you born \ nme - washington \ nkenny - you fucking liar you were born in the fiery pits of [Name]	anger	0.917
2017-En-11638	just love [Name] [Name]! political rage is good!	anger	0.372
2017-En-10988	if i could just get my line to block! #germantownbroncos #lilleague #popwarner #broncos #usafootball #offense #lineman	anger	0.521
2017-En-10504	checked-in for my flight to toronto. took seat 3d just to infuriate @perpetualgeek.	anger	0.458
2017-En-11031	no one's gonna chill bc fake outrage is fun or w / e but space college	anger	0.438
2017-En-10852	rose incense are the best thing i've ever bought	anger	0.125
2017-En-10009	how is it suppose to work if you do that? wtf dude? thanks for pissing me off.	anger	0.875
2017-En-10214	people need a way to escape,escape what? this corrupted world.this reality. this joke.this fury of constant pain & stress.we need a vacation	anger	0.604
2017-En-11292	someone kik me @ montanashay _ \ n #kikme #snap	anger	0.250
2017-En-11357	@easports_mut fix this home / away deptch chart invalid glitch. i have to close madden and re-open it everytime this happens	anger	0.521
2017-En-10799	prayers & protection to our brothers and sisters fighting in #charlotte #against #machines	anger	0.189
2017-En-40809	@dxfyinggrxvity - frustration,looking up at [Name] in a frown of aggravation. their high pitched voice was growing more and more - -	anger	0.604
2017-En-10754	who got madden 17 or 2k17 ps4 add trackdawgt lets run it	anger	0.312
2017-En-10257	ooooooooh my [Name] uuuugggghhhhhhhhh #rage	anger	0.583
2017-En-10309	. @divamagazine than straight people. even the arse straight guys who think that means a threesome is fine.	anger	0.517
2017-En-10227	never forget that 5live cancelled programs,to allow them to extend 606 so people could call in and detail their outrage after our behaviour	anger	0.596
2017-En-10194	@grxjictank why though! why did u want to offend americans?	anger	0.625
2017-En-10154	@dfscare apparently you are to contact me. sofas were meant to be delivered today. old ones gone. sitting on floor. no sofas! #fuming	anger	0.646
2017-En-11490	[Name] seriously so frustrating sometimes! ( ╯ ° □ ° ） ╯ ︵ ┻ ━ ┻ #ugh #raging	anger	0.688
2017-En-10562	life tip 101. i know unresolved #anger is likely to cause problems in several areas of my life. i must recognize it & properly deal with it.	anger	0.417
2017-En-11040	using multiple combs simultaneously is what i like to call impressive work!! ; - o #snap #ohsnap #daaamn	anger	0.292
2017-En-10369	i need some to help with my anger	anger	0.574
2017-En-10985	can't believe @virginmedia are putting their prices up!! they already know i'm struggling to pay my bill & won't change my package!!	anger	0.667
2017-En-11355	2 days on... never a fucking pen!!! #nffc	anger	0.850
2017-En-10858	@arcticfantasy i would have almost took offense to this if i actually snapped you	anger	0.458
2017-En-10399	@luxbet did you even give out any pizzas? serious fail #hungry #hangry	anger	0.400
2017-En-10231	@lickmelucas... i'm waiting for you to figure out i'm like... from 0 to 100 real quick with the irritation.	anger	0.604
2017-En-10063	ooooooooh my [Name] uuuugggghhhhhhhhh	anger	0.750
2017-En-10242	@lesyoung01 a rabid dog being ridden by the child who has eaten all the flesh off one fellow and the limbs of the other adults.	anger	0.583
2017-En-11491	[Name] seriously so frustrating sometimes! ( ╯ ° □ ° ） ╯ ︵ ┻ ━ ┻ #ugh	anger	0.554
2017-En-11466	she's foaming at the lips the one between their hips @realobietrice,one of many great lyrics	anger	0.292
2017-En-11273	@memorie_holiday @angryorchard about 2 wks ago,playing [Name] and not paying attention. placed my elbow on a rail 3 inches from 4 no [Name].	anger	0.500
2017-En-11238	#gbbo is such a homely pure piece of tv gold. channel 4 will attempt to tart it up. [Name],[Name] and [Name] gone. it's over. i'm out. 👋 #fuming	anger	0.625
2017-En-11607	@mjpwgaming exactly not some flaming reject from fast and furious	anger	0.438
2017-En-11055	#forgiveness might make us look #weak,but the weakest person is the one who holds #anger,#hatred,and #revenge.	anger	0.396
2017-En-10843	one month til someone's bday and i think it's time to flaunt that i got them something pretty awesome	anger	0.143
2017-En-10414	i can't believe they're all messing up my favourite of all bakes i feel personally offended	anger	0.500
2017-En-11368	fuckin [Name] even seeing your face makes me fume	anger	0.901
2017-En-10021	bes! you don't just tell a true blooded hoopjunkie to switch a f * c @n ' team that juz destroyed your own team. you juz don't! #insult	anger	0.891
2017-En-11054	@joeshennan meanwhile @joshuamurraybm and i are getting a 7.40 am train. i hope you really,really enjoy that hotel,shennan.	anger	0.219
2017-En-10982	@thebarmyarmy looking forward to div 2 next year @andybarmyarmy? #revenge #leictershireaway #therey	anger	0.479
2017-En-11419	@bojackhorseman if your depressed and somebody calls you long faced will you still automatically take umbrage?	anger	0.354
2017-En-11578	10 minutes with an incense and all i get is 2 rattatas. 😂 #pokemongo	anger	0.333
2017-En-10380	as if they heard my thought on the ether,my #ex has just posted #facebook pic of themself snuggling up with said #cats... now im just #angry	anger	0.521
2017-En-11569	me: wow today's such a good day \ n * an hour later: [Name] food,gets sick,spills boiling hot water on myself * \ nme: never mind	anger	0.531
2017-En-10243	@theonesoleshoe that is one thing but attacking and hating is worse - that makes us just like the angry vengeful behavior we detest	anger	0.583
2017-En-11611	@thejuanwilliams where is your indignation and outrage over the unarmed deaf white man who was shot and killed by black officer in clt,nc?	anger	0.729
2017-En-10398	when your sister is 19 and throws legitimate temper tantrums just to get attention..	anger	0.500
2017-En-40568	standard [Name] starting the show with a pout #startasyoumeantogoon #gbbo	anger	0.330
2017-En-10427	pressure does burst pipes 😭	anger	0.479
2017-En-10201	the new gun emoji in ios 10 is not enough to show the anger i have towards a number of things.	anger	0.625
2017-En-11140	here's a tip for [Name]: stop being offended. end. #quit #youredumb #liveyourownlife	anger	0.604
2017-En-10348	@kimly resent	anger	0.521
2017-En-11361	@tdsnation only good thing in madden is dc	anger	0.188
2017-En-10061	@paulbushnell25 @ee bad news if ordered online it hasn't gone through same happened to me had to re order on the phone #furious	anger	0.844
2017-En-41137	@jake_martin74 oh and i play it capo 2nd fret in a g position rs	anger	0.438
2017-En-11674	@lmench i'm actually offended by it. naming the most fattening sandwich after a man who died of coronary disease likely due to their diet?	anger	0.625
2017-En-10708	@rlh2606 if u know who died.. i would also burst out crying... \ nfrom [Name]!!! 😉	anger	0.354
2017-En-10874	@__netflixnchill i fuck with madden way harder	anger	0.521
2017-En-10959	new madden 16 video was gonna be up but xbox is being an ahole and not going through 🙄 🙄 #struggles	anger	0.667
2017-En-10743	this all resent #india #pakistan problem is save #nawazsharif \ n @imrankhanpti \ n @ptiofficial	anger	0.312
2017-En-10246	@corbettbarr @pjrvs @brianclark true. just me spitting venom because i'm still bitter with [Name]. like an old man yelling from their porch.	anger	0.583
2017-En-11402	@hotpointuk ' customer service ' beyond appalling. faulty dryer replacement breaks within wks no parts for 3 wks. engineers no show. #fuming	anger	0.646
2017-En-10673	finally made my #fury #warrior guide. let me know your thoughts	anger	0.375
2017-En-11356	2 days on... never a fucking pen!!! #nffc #bitter	anger	0.667
2017-En-10295	@skynews when the east wind blue in summer in durban,s africa,we still surfed and got #stung badly! must be carefull-a #sting can harm you	anger	0.562
2017-En-40604	@ultimateboxer my heart because you left me for so long again \ n \ n * slight pout but it turned to a smile * \ n \ nheheh just kidding,no i'm fine -	anger	0.458
2017-En-10683	@joegoodmanjr. a solution. but the assumptions by media in articles and every other venue causes animosity to the conversation.	anger	0.354
2017-En-10291	#anger or #wrath is an intense emotional response.	anger	0.562
2017-En-10216	i don't talk about politics because people nowadays get offended easily!	anger	0.479
2017-En-40225	@revtrevk @wolfman93011 @daraidernation @erockhd take 2k out of it the numbers on madden are low and have dropped and people are unhappy	anger	0.586
2017-En-11151	every dancers dream song #worldpower	anger	0.146
2017-En-11117	jv girls earn the w [Name] stonington 2-1 today. goals by k [Name] and s [Name]. @deluciaalexis 1 assist. @mhseccathletics #relentless	anger	0.188
2017-En-10136	@gerfingerpoken #rage?? the #crookedcourt said #rage many times to explain away the brutal killings of #petits by #hayes & #komisarjevsky	anger	0.667
2017-En-10107	leave it on there,rule,nimber 1 of carpet cleaning!!! #furious #worsethananatomicbomb #accidentlyspillbeeronthecarpet	anger	0.708
2017-En-10365	@m_warner21 [Name]. the wrath of maddie...	anger	0.521
2017-En-11012	when you think you've got it together for a day then you randomly burst out crying	anger	0.323
2017-En-11544	@jbiggy13 @tonecapone111 ya and the d was what i was most confident about... our offense is as good as it's been in 20 years... our d sucks	anger	0.458
2017-En-11479	@toucherandrich there was a us diver named steele [Name]. i'd like them barred from the olympics. #offended	anger	0.604
2017-En-10675	@justpyronow are you gonna do any kind of community raids when wrath of the machine drops?	anger	0.375
2017-En-10197	@dpd_uk i asked for my parcel to be delivered to a pick up store not my address #poorcustomerservice	anger	0.625
2017-En-11270	@dominos_uk worst thing is i have confimation from them #angry	anger	0.771
2017-En-11414	tears and eyes can dry but i won't,i'm burning like the wire in a lightbulb	anger	0.583
2017-En-10321	not to be that person ™ but i get bitter seeing some [Name] stans	anger	0.542
2017-En-11353	@thealexvalle tio [Name],please! wnf grudge match @anti with low tier [Name]!!!	anger	0.396
2017-En-10391	i miss doing nothing someone i care about and attacking their face with kisses. #foreveralone #bitter 😩	anger	0.500
2017-En-10725	projection is perception. see it in someone else? you also at some level have that within you. #worry	anger	0.333
2017-En-11126	so then it's my turn. soon as they says hi i just burst into tears lmaoo i was so overwhelmed.	anger	0.354
2017-En-11639	i'm not sure if burning and looting really can positively impact a community	anger	0.312
2017-En-10709	@crayontocrayon @suescoby \ nit's always fun to anger ' all the old dudes. ' with rock n ' roll :) )	anger	0.354
2017-En-11630	does [Name] have a point? [Name],[Name],[Name]...	anger	0.202
2017-En-10439	so i wished my sis 12 midnight but received no reply from their. my 2nd sis just wished their,got a reply. you know who's the fav #offended	anger	0.479
2017-En-41007	hate to see y'all frown but i'd rather see them smiling 💕 ✨	anger	0.188
2017-En-11659	@lindastein1 me too,i really hope the writers decide to give us an return to [Name] we all love w / o resentment & animosity fingers crossed	anger	0.375
2017-En-10822	snap: hialeshia 😃	anger	0.208
2017-En-11555	@happyandbashful @teigngardener @cevokins @gardengirllucy don't provoke the voke.	anger	0.479
2017-En-10624	scored madden 13 on vita for $ 20au today. [Name] didn't know what they had. i'd have happily paid $ 70 🤑 my only ever bargain! #bargain #vit	anger	0.396
2017-En-11642	every day i think my #house 🏡 is #burning 🔥 but it's always just my neighbor burning their #toast! 😷 😡 🍞	anger	0.500
2017-En-10990	@newageinsiders @chaoticwrestlin @davienne_long make sure you tell them how scared you are #revenge 🙌 🏼 🙌 🏼	anger	0.500
2017-En-11492	@sirenja_ @jaxofbo ( like,hope i didn't offend with my commentary - it wasn't what i was intending! )	anger	0.500
2017-En-10597	[Name] likewise rests on a bed of racial resentment that was made knowingly and intentionally,long before [Name] got into politics.	anger	0.417
2017-En-10569	@savageimiike one of my favorite songs brother,real talk. #rage	anger	0.417
2017-En-11269	@johnmerro1 @liberobility still bitter about last night lads 😂	anger	0.562
2017-En-11518	[Name] hath no fury like a sound technician scorned ' \ n \ nthat's the quote right	anger	0.448
2017-En-10111	i'm about to block [Name] everywhere posting about the storm. i think [Name] is aware of the damn rain and what not so quit. #damn #rage	anger	0.708
2017-En-11457	for every minute you are angry you lose sixty seconds of happiness. - [Name] [Name] [Name] #quote	anger	0.384
2017-En-10886	@isthataspider @dhodgs i will fight this guy! don't insult the lions like that! but seriously they kinda are.wasted some of the best players	anger	0.708
2017-En-10838	vale! vale! sip sangria and taste tantalizing tapas @elcidla ' s fiery flamenco nights! #minutesfromhom #silverlake #la #flamenco	anger	0.167
2017-En-10585	@donna_bellav @soniarays @gig_aholic they looks especially lovely. sadly,i do not * removes potentially indignant mr d from convo *	anger	0.417
2017-En-10303	yo there's a kid on my snap chat from la & they get high off helium gas lmao... i am like why the fuck lol	anger	0.542
2017-En-10089	@churdallan fucked my coupon that goal! #raging	anger	0.729
2017-En-10807	like hello? i am your first born you must always laugh at my jokes.	anger	0.324
2017-En-11307	how can you hold a grudge for over a year i can barely hold one for a few minutes	anger	0.354
2017-En-11213	height of irritation when a person makes a hilarious chusssss... plz die... 😬 😬	anger	0.708
2017-En-11016	@wellermonica hi [Name],i write regularly for @ctysmallholding - but not on bees - never dared try them #buzz #honey	anger	0.354
2017-En-10580	@kevini @gggboxing @specialkbrook pretty average,klitschko fury did about 600k and [Name] white did about 450k	anger	0.417
2017-En-11259	at least 5 ppl have left my stores in a huff in the past year but [Name] never had anyone call guest service on me yet so	anger	0.521
2017-En-10660	despite my sharing [Name] article,what saddens me about the gazza case is there seems to be more fury about the sentence than the remark	anger	0.375
2017-En-10548	@patriotsinform i don't see why you think we'll have a dumbed down simplified offense with [Name]. they comes from a very complicated system	anger	0.438
2017-En-11038	i wanna kill you and destroy you. i want you died and i want their back. #emo #scene #anger #fuck #die #hatered	anger	0.851
2017-En-10148	@cineworld ' congratulations your free 1 month has been activated ' then charges £ 34.80 the same month. absolutely furious 😡	anger	0.667
2017-En-10914	@ssheil coincidentally watched ulzana's raid last night - brutally indignant filmmaking.	anger	0.542
2017-En-10150	straight people are canoodling on the quad and i'm #offended	anger	0.648
2017-En-11322	@rvagamebreak @gahsbasketball @gajagsfootball \ ngo jags!! 🐆 i think we have a good shot of beating deep run tomorrow! #revenge	anger	0.417
2017-En-11443	what's with all pre industrial revolution-esque footwear? you guys tryin out for grapes of wrath today?	anger	0.458
2017-En-10220	@will_0004 no justification for shooting without provocation,even if the person has a bad history. justification is not the way to go	anger	0.604
2017-En-11697	will byu's offense score 24 + [Name] wvu?	anger	0.125
2017-En-11693	@callofduty how do u guys determine teams? cause i'm 80 % on shitty teams when i play and i'm fuckin over it #cod	anger	0.729
2017-En-11508	@brooklynbreeder \ ni could not believe that their answer to their outrage was that they were right. i do hope they takes them to the cleaners.	anger	0.461
2017-En-10343	i'll happily be rude to people who personally insult me unprovoked,they deserve it 👍 just as good people deserve respect	anger	0.521
2017-En-10229	absolutely raging at the changes to cas,what a joke	anger	0.604
2017-En-11416	@csnhayes understandable. hard when they has zero offense behind them,and only a few wins since the all-star break.	anger	0.271
2017-En-11118	white people irritate me.	anger	0.629
2017-En-11372	is it an insult or compliment to be told i look like a really happy duck	anger	0.333
2017-En-40235	@impugnvalkyrie * i frown and cup your cheeks in my hands after you step aside. * [Name] i care about you. and i don't know how else i can -	anger	0.304
2017-En-10055	my mind is raging and i just want to end it all	anger	0.750
2017-En-11388	india should now react to the uri attack...	anger	0.521
2017-En-10857	@zubairsabirpti pls dont insult the word ' molna '	anger	0.479
2017-En-10916	note to self ~ stop laughing at things that offend you,it's ok to get mad at people \ n #notetoself #offended #mad #upset	anger	0.542
2017-En-11139	@clppng #offended the tonys have found a way to leave me out and now y'all have too	anger	0.542
2017-En-10912	@ukblogawards @modishmale i would always be honest but it's great to feedback opinion to the brand - don't want to offend them #bloghour	anger	0.438
